name,city,brewery_type,url,address,postal_code,state_province,phone,website_url,social_media,country,menu_url
Land & Sea Brewing,Comox,"['Bike Racks', 'Cider', 'GF Food Options', 'Gluten-Free Beer', 'Growler Fills', 'Live Music', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/land-and-sea-brewing/,2040 Guthrie Rd,V9M 3P6,BC,2509415577,https://www.landandseabrewing.ca/,"['https://www.facebook.com/landandseabeer/', 'https://www.instagram.com/landandseabeer/', 'https://untappd.com/LandandSeaBrewing']",Canada,https://www.landandseabrewing.ca/our-beers
Lighthouse Brewing,Victoria,"['Bike Racks', 'Growler Fills', 'Merchandise', 'Patio', 'Snacks', 'Vegan Options']",https://bcaletrail.ca/breweries/lighthouse-brewing-company/,836 Devonshire Rd,V9A 4T4,BC,2503836500,http://lighthousebrewing.com,"['https://twitter.com/LIGHTHOUSEBEER', 'https://www.facebook.com/LIGHTHOUSEBEER/', 'https://www.instagram.com/LIGHTHOUSEBEER/', 'https://untappd.com/lighthousebrewing']",Canada,http://www.lighthousebrewing.com/
Lillooet Brewing Company,Lillooet,"['Bike Racks', 'Board Games', 'Cider', 'Dog Friendly Patio', 'Food Truck(s)', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/lillooet-brewing-co/,104 Main St,V0K 1V0,BC,2364171133,https://lillooetbrewing.com/,"['https://www.facebook.com/LillooetBrewing', 'https://www.instagram.com/lillooetbeer/']",Canada,https://lillooetbeer.ca/beer/
Locality Brewing,Langley,[],https://bcaletrail.ca/breweries/locality-brewing/,7111 252 Street,V4W 1H6,BC,7788551376,https://localitybrewing.ca/,"['https://twitter.com/LocalityBrewing', 'https://www.facebook.com/localitybrewing/', 'https://www.instagram.com/localitybrewing']",Canada,https://localitybrewing.ca/our-beers/
Longwood Brew Pub & Restaurant,Nanaimo,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'GF Food Options', 'Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/longwood-brewpub/,5775 Turner Rd,V9T 6L8,BC,2507298225,http://www.longwoodbrewpub.com/,"['https://www.facebook.com/longwoodbrewpub', 'http://www.instagram.com/longwoodbrewpub/']",Canada,N/A
Longwood Brewery on Boxwood Road,Nanaimo,"['Dog Friendly Patio', 'Growler Fills', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/longwood-brewery/,101A - 2046 Boxwood Rd,V9S 5W7,BC,2505912739,http://longwoodbeer.com,"['https://twitter.com/longwoodbrewery', 'https://www.facebook.com/profile.php?id=100086750047819', 'https://www.instagram.com/longwoodbrewery/', 'https://untappd.com/LongwoodBreweryNanaimo']",Canada,http://www.longwoodbeer.com/#
LoveShack Libations,Qualicum Beach,"['Food Truck(s)', 'Merchandise', 'Outside food permitted', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/loveshack-libations/,4134 Island Hwy W #1,V9K 2B2,BC,6043192484,http://loveshacklibations.com,"['https://twitter.com/LoveShackBeer', 'https://www.facebook.com/loveshacklibations/', 'https://www.instagram.com/loveshacklibations/', 'https://untappd.com/w/loveshack-libations/325191']",Canada,N/A
Luppolo Brewing Company,Vancouver,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/luppolo-brewing-company/,1123 Venables St,V6A 2C6,BC,6042554997,http://luppolobrewing.ca,"['https://twitter.com/luppolo_brewing', 'https://www.facebook.com/luppolobrewingco/', 'https://www.instagram.com/luppolo_brewing/', 'https://untappd.com/w/luppolo-brewing-company/281667']",Canada,https://luppolobrewing.ca/beer-birra/
Main Street Brewing,Vancouver,"['Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/main-street-brewing/,261 E 7th Ave,V5T 0B4,BC,6043367711,http://mainstreetbeer.ca,"['https://www.facebook.com/MainStreetBeer/', 'https://www.instagram.com/mainstreetbeer/', 'https://untappd.com/MainStreetBrewingCompany']",Canada,http://mainstreetbeer.ca/beer-food/
Mariner Brewing,Coquitlam,"['Board Games', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Food Truck(s)', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/mariner-brewing/,H-1100 Lansdowne Drive,V3B 5E2,BC,6044674160,https://www.marinerbrewing.ca/,"['https://twitter.com/MarinerBeer', 'https://www.facebook.com/pg/marinerbeer', 'https://www.instagram.com/marinerbeer/']",Canada,https://www.marinerbrewing.ca/our-beer
Mayne Island Brewing Company,Mayne Island,"['Merchandise', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/mayne-island-brewing-company/,490 Fernhill Road,V0N 2J2,BC,2505260711,https://mayneislandbrewing.com/,"['https://www.facebook.com/MayneIslandBrewing/', 'https://www.instagram.com/mayneislandbrewingco/', 'https://untappd.com/w/mayne-island-brewing-company/316870']",Canada,https://www.mayneislandbrewingco.com/beers
Mighty Peace Brewing,Fort St. John,"['Cider', 'Cocktails', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/mighty-peace/,10128 95 Ave,V1J 1J1,BC,2507855553,http://www.Mightypeacebrewing.ca,"['https://twitter.com/MightyPeaceBeer', 'https://www.facebook.com/MightyPeaceBrewing/', 'https://www.instagram.com/mightypeacebrewing/', 'https://untappd.com/Mighty_Peace_Brewing_Co']",Canada,https://mightypeacebrewing.ca/beers
Mile Zero Brewing,Metchosin,"['Growler Fills', 'Patio']",https://bcaletrail.ca/breweries/mile-zero-brewing/,4495 Happy Valley Road,V9C 3Z3,BC,N/A,https://www.milezerobrewing.ca/,"['https://www.facebook.com/milezerobrewing', 'https://www.instagram.com/milezerobrewingca/', 'https://untappd.com/MileZeroBrewing']",Canada,https://www.milezerobrewing.ca/menu
Moody Ales & Co.,Port Moody,"['Bike Racks', 'Board Games', 'Cocktails', 'Craft Sodas', 'Growler Fills', 'Merchandise', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/moody-ales/,2601 Murray St,V3H 3R5,BC,6044923911,http://www.Moodyales.com,"['https://www.facebook.com/MoodyAles/', 'https://www.instagram.com/MoodyAles/', 'https://untappd.com/MoodyAles']",Canada,https://www.moodyales.com/collections/our-beer
Mount Arrowsmith Brewing,Parksville,"['Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/mount-arrowsmith-brewing-co/,425 Stanford Avenue East,N/A,BC,2509510125,https://arrowsmithbrewing.com/shop/,"['https://www.facebook.com/MABrewing', 'https://www.instagram.com/MABrewing/', 'https://untappd.com/MountArrowsmith']",Canada,https://arrowsmithbrewing.com/bottles-cans/
Mountainview Brewing,Hope,"['Board Games', 'Cider', 'Cocktails', 'Craft Sodas', 'Food Truck(s)', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Snacks', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/mountainview-brewing/,390 Old Hope Princeton Way,V0X 1L0,BC,2363551333,https://mountainviewbrewing.ca/,"['https://twitter.com/mtnviewbrewing', 'https://www.facebook.com/mtnviewbrewing/', 'https://www.instagram.com/mtnviewbrewing/', 'https://untappd.com/Mountainview_Brewing_Co']",Canada,https://mountainviewbrewing.ca/collections/beer
Mt. Begbie Brewing,Revelstoke,"['Brewpub', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/mt-begbie-brewing-company/,2155 Oak Drive,V0E 2S1,BC,2508372756,http://mt-begbie.com,"['https://twitter.com/MtBegbiebeer', 'https://www.facebook.com/mtbegbiebeer/', 'https://www.instagram.com/mtbegbiebeer/', 'https://untappd.com/MtBegbieBrewingCo']",Canada,https://www.mt-begbie.com/our-beers/
Neighbourhood Brewing,Penticton,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Dog Friendly Patio', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/neighbourhood-brewing/,187 Westminster Ave.,V2A 1J7,BC,7783800841,https://neighbourhoodbrewing.com/,"['https://www.facebook.com/NBHDBeer', 'https://www.instagram.com/nbhdbeer/', 'https://untappd.com/NeighbourhoodBrewing']",Canada,https://neighbourhoodbrewing.com/beer/our-beer/
Nelson Brewing Company,Nelson,"['Bike Racks', 'Growler Fills', 'Merchandise', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/nelson-brewing-company/,512 Latimer St,V1L 4V1,BC,2503523582,http://nelsonbrewing.com,"['https://www.facebook.com/Nelson-Brewing-Company-192612907436095/', 'https://www.instagram.com/nelsonbrewingcompany/', 'https://untappd.com/w/nelson-brewing-company/902']",Canada,https://nelsonbrewing.com/our-beers/
Noble Pig Brewhouse,Kamloops,"['Brewpub', 'Cider', 'Growler Fills', 'Wine']",https://bcaletrail.ca/breweries/the-noble-pig-brewhouse/,650 Victoria St,V2C 2B4,BC,7784715999,http://thenoblepig.ca,"['https://twitter.com/thenoblepigbrew', 'https://www.facebook.com/The-Noble-Pig-Brewhouse-101556243242933/', 'https://www.instagram.com/thenoblepigbrew/', 'https://untappd.com/w/noble-pig-brewhouse/8623']",Canada,http://www.thenoblepig.ca/our-brew/
North Point Brewing,North Vancouver,"['Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/north-point-brewing/,266 1st Street East,V7L 1B3,BC,6042500234,https://www.northpointbrewing.com,"['https://www.facebook.com/northpointbrewing', 'https://www.instagram.com/northpointbrewing/', 'https://untappd.com/NorthPoint']",Canada,N/A
Northpaw Brew Co.,Port Coquitlam,"['Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/northpaw-brew-co/,2150-570 Sherling Pl,V3E 3G7,BC,6046445439,https://www.northpawbrewco.com/,"['https://twitter.com/northpawbrewco', 'https://www.facebook.com/northpawbrewco/', 'https://www.instagram.com/northpawbrewco/', 'https://untappd.com/NorthpawBrewCo']",Canada,https://www.northpawbrewco.com/our-beers
Off The Rail Brewing Co,Vancouver,"['Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/off-the-rail-brewing-co/,1351 Adanac St,V5L 2C4,BC,6045635767,http://offtherailbrewing.com,"['https://twitter.com/offtherailbeer', 'https://www.facebook.com/Off-The-Rail-Brewing-Co-286997414805699/', 'https://www.instagram.com/offtherailbeer/', 'https://untappd.com/w/off-the-rail-brewing/186988']",Canada,http://offtherailbrewing.com/our-brewery/#our-beers
The Office Brewery,Kelowna,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/the-office-brewery/,301 - 890 Clement Ave,V1Y 7E4,BC,N/A,https://officebrewery.ca/,"['https://www.facebook.com/theofficebrewery', 'https://www.instagram.com/theofficebrewery/']",Canada,https://www.officebrewery.ca/menu
Old Abbey Ales,Abbotsford,"['Board Games', 'Cider', 'Craft Sodas', 'Dog Friendly Patio', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/old-abbey-ales/,1A - 30321 Fraser Hwy,V4X 1T3,BC,6046075104,http://oldabbeyales.com,"['https://www.instagram.com/oldabbeyalesbrewery/', 'https://untappd.com/OldAbbeyAles']",Canada,https://oldabbeyales.com/pages/on-tap-now
Old Yale Brewing,Chilliwack,"['Board Games', 'Cider', 'Cocktails', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Wine']",https://bcaletrail.ca/breweries/old-yale-brewing-co/,44550 S Sumas Rd #404,V2R 5M3,BC,6043922011,http://oldyalebrewing.com,"['https://twitter.com/oldyalebrewing', 'https://www.facebook.com/oldyalebrewing/', 'https://www.instagram.com/oldyalebrewing/', 'https://untappd.com/oldyalebrewing']",Canada,http://www.oldyalebrewing.com/our-beer/
Old Yale Brewing Abbotsford,Abbotsford,"['Brewpub', 'Cider', 'Cocktails', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Patio', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/old-yale-brewing-abbotsford/,33738 Laurel Street,V2S 1X2,BC,6043922011,https://www.oldyalebrewing.com/old-yale-abbotsford,"['https://twitter.com/oldyalebrewing', 'https://www.facebook.com/oldyalebrewing/', 'https://www.instagram.com/oldyalebrewing/', 'https://untappd.com/oldyalebrewing']",Canada,https://www.oldyalebrewing.com/abbotsford-on-tap
Over Time Beer Works,Kimberley,"['Growler Fills', 'Merchandise', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/over-time-beer-works/,136 Wallinger Ave,V1A 1Y8,BC,2504272426,http://overtimebeer.ca,"['https://twitter.com/OverTimeBeer', 'https://www.facebook.com/OverTimeBeer/', 'https://www.instagram.com/overtimebeer/', 'https://untappd.com/OverTimeBeerWorks']",Canada,http://www.overtimebeer.ca/beer
Parallel 49 Brewing,Vancouver,"['Growler Fills', 'Merchandise', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/parallel-49-brewing/,1950 Triumph St,V5L 1K5,BC,6045582739,http://parallel49brewing.com,"['https://twitter.com/parallel49beer', 'https://www.facebook.com/parallel49brewing/', 'https://www.instagram.com/parallel49beer/', 'https://untappd.com/Parallel49Brewing']",Canada,http://parallel49brewing.com/beers/
The Parkside Brewery,Port Moody,"['Dog Friendly Patio', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Patio', 'Snacks']",https://bcaletrail.ca/breweries/parkside-brewery/,2731 Murray St,V3H 3R5,BC,6044922731,http://theparksidebrewery.com,"['https://twitter.com/parksidebrewery', 'https://www.facebook.com/parksidebrewery/', 'https://www.instagram.com/parksidebrewery/', 'https://untappd.com/w/the-parkside-brewery/256503']",Canada,http://www.theparksidebrewery.com/category/all-beers/year-round/
The Patch Brewery,Maple Ridge,"['Cider', 'Gluten-Free Beer', 'Patio']",https://bcaletrail.ca/breweries/the-patch-brewery/,12745 Laity St,V4R 2P3,BC,N/A,https://thepatchbrewery.com/,"['https://www.facebook.com/p/The-Patch-Brewery-100063584870966/', 'https://www.instagram.com/thepatchbrewery']",Canada,https://thepatchbrewery.com/pages/menu
Patina Brewing,Port Coquitlam,"['Brewpub', 'Cider', 'Cocktails', 'Growler Fills', 'Live Music', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/patina-brewing/,2332 Marpole Avenue,V3C 2A2,BC,6044740025,https://patinabrewing.com/,"['https://www.facebook.com/PatinaBrewing', 'https://www.instagram.com/patinabrewing/', 'https://untappd.com/PatinaBrewingCompany']",Canada,https://patinabrewing.com/on-tap/
Pemberton Brewing Co.,Pemberton,"['Bike Racks', 'Board Games', 'Cider', 'Craft Sodas', 'Growler Fills', 'Live Music', 'Merchandise', 'Patio', 'Snacks', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/pemberton-brewing/,1936 Stonecutter Place Units 5 and 6,V0N 2K0,BC,6048942337,http://www.pembertonbrewing.ca/,"['https://www.facebook.com/pembertonbrewingco/', 'https://www.instagram.com/pembertonbrewingco/', 'https://untappd.com/PembertonBrewingCo']",Canada,N/A
Persephone Brewing,Gibsons,"['Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Food Truck(s)', 'Growler Fills', 'Guest Taps', 'Merchandise', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/persephone-brewing-co/,1053 Stewart Rd,V0N 1V7,BC,7784623007,http://persephonebrewing.com,"['https://twitter.com/Persephonebeer', 'https://www.facebook.com/PersephoneBrewing/', 'https://www.instagram.com/persephonebrewing/', 'https://untappd.com/PersephoneBrewingCompany']",Canada,http://www.persephonebrewing.com/the-beer/
Phillips Brewing & Malting Co.,Victoria,"['Bike Racks', 'Board Games', 'Cider', 'Cocktails', 'Craft Sodas', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Live Music', 'Merchandise', 'Patio', 'Spirits', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/phillips-brewing-malting-co/,2010 Government St,V8T 4P1,BC,2503801912,http://phillipsbeer.com,"['https://twitter.com/phillipsbeer', 'https://www.facebook.com/phillipsbeer/', 'https://www.instagram.com/phillipsbeer/', 'https://untappd.com/w/phillips-brewing-company/1472']",Canada,https://phillipsbeer.com/the-beers/
Poco Brothers Brewing Co,Port Coquitlam,"['Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'GF Food Options', 'Guest Taps', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/poco-brothers-brewing-co/,1979 Brown St,V3C 2N4,BC,6049418822,https://pocobrothersbrewing.com/,"['https://www.facebook.com/PoCoBrosBrews', 'https://www.instagram.com/pocobrothersbrewing', 'https://untappd.com/PocoBrothersBrewing']",Canada,N/A
Post & Row Brewing Co.,Dawson Creek,"['Brewpub', 'Cider', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Live Music', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/post-row-brewing/,801 102 Ave,V1G 2B4,BC,7788430356,https://postandrow.ca/,"['https://www.facebook.com/postandrow/', 'https://www.instagram.com/postandrow/']",Canada,https://postandrow.ca/menus/#craft-beer-menu
Powell Brewery,Vancouver,"['Board Games', 'Cider', 'Craft Sodas', 'Food Truck(s)', 'Gluten-Free Beer', 'Growler Fills', 'Merchandise', 'Patio', 'Snacks', 'Videogames']",https://bcaletrail.ca/breweries/powell-street-craft-brewery/,1357 Powell St,V5L 1G8,BC,6045582537,http://powellbeer.com,"['https://twitter.com/powellbeer', 'https://www.facebook.com/powellbeer/', 'https://www.instagram.com/powellbeer/', 'https://untappd.com/PSCB']",Canada,https://www.powellbeer.com/beers
RAD Brewing,Comox,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Growler Fills', 'Guest Taps', 'Live Music']",https://bcaletrail.ca/breweries/rad-brewing-co/,Unit 11,V9M 3M9,BC,N/A,https://radbrewco.com/,"['https://www.facebook.com/radbrewcomox', 'https://www.instagram.com/radbrewcomox/?fbclid=IwAR1jtpxpnx0PFIRFIyddsQN67moQCLQxeD-VEK5wRB6Y9HpluX2GlFLJpDs']",Canada,https://radbrewco.com/our-beers
Radium Brewing,Radium Hot Springs,"['Live Music', 'Snacks', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/radium-brewing/,7537 Main Street West,V0A 1M0,BC,2506888091,https://www.radiumbrewing.ca/,"['https://www.facebook.com/RadiumBrewing', 'https://www.instagram.com/radiumbrewing/']",Canada,N/A
Railside Brewing,Kelowna,"['Bike Racks', 'Board Games', 'Cider', 'Cocktails', 'Craft Sodas', 'Food Truck(s)', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/railside-brewing-ltd/,1186 High Road,V1Y 7B1,BC,N/A,https://www.railsidebrewing.ca/,"['https://www.facebook.com/profile.php?id=100084425877565', 'https://www.instagram.com/railsidebrewingkelowna/']",Canada,https://www.railsidebrewing.ca/
Ravens Brewing Company,Abbotsford,"['Cocktails', 'Growler Fills', 'Merchandise', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/ravens-brewing-company/,37455 Kilgard Road,V3G 0H8,BC,2364834028,http://ravensbrewing.com,"['https://twitter.com/ravensbrewing', 'https://www.facebook.com/ravensbrewing/', 'https://www.instagram.com/ravensbrewing/', 'https://untappd.com/RavensBrewingCompany']",Canada,http://www.ravens.beer/beers-1/
R&B Brewing,Vancouver,"['Growler Fills', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/rb-brewing-co/,54 E 4th Ave,V5T 1E8,BC,6048742537,http://randbbrewing.com,"['https://www.facebook.com/RBBrewing/', 'https://www.instagram.com/RBBrewing/', 'https://untappd.com/RandBBrewingCo']",Canada,https://www.randbbrewing.com/copy-of-our-brews
Red Arrow Brewing,Duncan,"['Cider', 'Cocktails', 'Food Truck(s)', 'Growler Fills', 'Live Music', 'Patio', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/red-arrow-brewing-company/,5255 Chaster Rd,V0R 2C0,BC,2505970037,http://redarrowbeer.ca,"['https://twitter.com/RedArrowBeer', 'https://www.facebook.com/redarrowbrewing/', 'https://www.instagram.com/redarrowbeer/', 'https://untappd.com/RedArrowBeer']",Canada,https://redarrowbeer.ca/signature-brews/
Red Bird Brewing,Kelowna,[],https://bcaletrail.ca/breweries/red-bird-brewing/,1086 Richter Street,V1Y 2K5,BC,N/A,https://redbirdbrewing.com/,"['https://twitter.com/redbirdbeer', 'https://www.facebook.com/redbirdbeer/', 'https://www.instagram.com/redbirdbeer/', 'https://untappd.com/w/red-bird-brewing/359293']",Canada,N/A
Red Collar Brewing,Kamloops,"['Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/red-collar-brewing-co/,355 Lansdowne St,V2C 1X9,BC,7784710174,http://redcollar.ca,"['https://twitter.com/redcollarbrew', 'https://www.facebook.com/redcollarbrewery/', 'https://www.instagram.com/redcollarbrewing/', 'https://untappd.com/RedCollarBrewingCo']",Canada,http://redcollar.ca/our-beers/
Red Truck Beer Company,Vancouver,"['Brewpub', 'Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/red-truck-beer-company/,295 E 1st Ave,V5T 1A7,BC,6046824733,http://redtruckbeer.com,"['https://www.facebook.com/RedTruckBeer/', 'https://www.instagram.com/redtruckbeer/', 'https://untappd.com/RedTruckBeerCompany']",Canada,https://www.redtruckbeer.com/our-beer/
Rewind Beer Co.,Port Moody,"['Cider', 'Food Truck(s)', 'Patio', 'Snacks', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/rewind-beer-co/,2809 Murray St,V3H 1X3,BC,2364660226,https://rewindbeer.com/,"['https://www.facebook.com/rewindbeer', 'https://www.instagram.com/rewindbeer/']",Canada,N/A
Ricochet Brewing and Taphouse,Salmon Arm,"['Non Alc Beer Available', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/ricochet-brewing-and-taphouse/,310 Hudson Ave,V1E 4N2,BC,2508036829,https://ricochetbrewing.com/,"['https://www.facebook.com/ricochet.brewing.ca', 'https://www.instagram.com/ricochet.brewing']",Canada,N/A
Rossland Beer Company,Rossland,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/rossland-beer-company/,1990F Columbia Avenue,V0G 1Y0,BC,2503622122,http://rosslandbeer.com,"['https://twitter.com/RosslandBeer', 'https://www.facebook.com/RosslandBeer/', 'https://www.instagram.com/rosslandbeerco/', 'https://untappd.com/w/rossland-beer-company/146910']",Canada,N/A
Rumpus Beer Co,Revelstoke,"['Growler Fills', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/rumpus-beer-co/,208 1st Street E,N/A,BC,2506838100,http://www.rumpusbeerco.com,"['https://www.facebook.com/rumpusbeercompany/', 'https://www.instagram.com/rumpusbeerco/', 'https://untappd.com/w/rumpus-beer-company/434488']",Canada,N/A
Russell Brewing Company,Surrey,"['Cider', 'Growler Fills', 'Merchandise', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/russell-brewing-company/,#100 - 13018 80 Ave,V3W 3B2,BC,2365989951,http://russellbeer.com,"['https://twitter.com/Russell_Beer', 'https://www.facebook.com/Russell.Brewing/', 'https://www.instagram.com/russell_beer/', 'https://untappd.com/russell_beer']",Canada,https://www.russellbeer.com/beers/
Rusted Rake Brewing,Nanoose Bay,"['Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'GF Food Options', 'Growler Fills', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/rusted-rake-brewing/,3106 Northwest Bay Road,V9P 9E6,BC,2508211934,https://rustedrakebrewing.ca/,"['https://www.facebook.com/rustedrakebrewing/', 'https://www.instagram.com/rustedrakebrewing/']",Canada,https://rustedrakebrewing.ca/the-brew/
Rustic Reel Brewing Co,Kelowna,"['Brewpub', 'Cider', 'Cocktails', 'GF Food Options', 'Gluten-Free Beer', 'Growler Fills', 'Live Music', 'Merchandise', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/rustic-reel-brewing-co/,760 Vaughan Ave,V1Y 7E4,BC,2508623737,http://www.rusticreel.com,"['https://www.facebook.com/rusticreel/', 'https://www.instagram.com/rusticreel', 'https://untappd.com/w/rustic-reel-brewing-co/442195']",Canada,N/A
Salt Spring Brewing Co.,Salt Spring Island,"['Growler Fills', 'Merchandise', 'Patio']",https://bcaletrail.ca/breweries/salt-spring-island-ales/,270 Furness Rd,V8K 1Z7,BC,18443887742,https://www.saltspringbrewing.com/,"['https://twitter.com/saltspringales', 'https://www.facebook.com/saltspringbrewery', 'https://www.instagram.com/saltspringbrewery/', 'https://untappd.com/SaltSpringIslandAles']",Canada,https://www.saltspringbrewing.com/beers
